type_array,type_sort,n,time
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2500,16983951
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2600,18964958
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2700,20499983
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2800,22643945
100-4000 step=100 x = 0...4000,bubbleSortIverson1,2900,24686951
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3000,26969218
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3100,28279792
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3200,30214745
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3300,32340133
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3400,34693633
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3500,37549904
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3600,39219455
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3700,41503092
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3800,44111324
100-4000 step=100 x = 0...4000,bubbleSortIverson1,3900,47396380
100-4000 step=100 x = 0...4000,bubbleSortIverson1,4000,49189001
100-4000 step=100 x = 0...4000,bubbleSortIverson1,4100,52022890
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,100,1351
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,200,4340
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,300,14743
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,400,20245
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,500,214031
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,600,289405
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,700,390056
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,800,466992
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,900,743446
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1000,861581
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1100,1008226
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1200,1248576
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1300,1471511
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1400,1566550
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1500,1706717
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1600,1981866
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1700,2629673
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1800,3023657
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,1900,3182259
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2000,3310678
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2100,3586083
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2200,3984260
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2300,4000317
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2400,4474222
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2500,4975718
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2600,5245280
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2700,5483709
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2800,6046628
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,2900,7644823
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3000,8315916
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3100,8802774
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3200,9567490
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3300,10120587
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3400,10833675
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3500,11398774
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3600,12020998
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3700,12553658
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3800,13109668
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,3900,13770341
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,4000,14783133
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson1,4100,15396114
100-4000 step=100 reverse,bubbleSortIverson1,100,32565
100-4000 step=100 reverse,bubbleSortIverson1,200,131360
100-4000 step=100 reverse,bubbleSortIverson1,300,291660
100-4000 step=100 reverse,bubbleSortIverson1,400,502785
100-4000 step=100 reverse,bubbleSortIverson1,500,846518
100-4000 step=100 reverse,bubbleSortIverson1,600,1099739
100-4000 step=100 reverse,bubbleSortIverson1,700,1542252
100-4000 step=100 reverse,bubbleSortIverson1,800,2131101
100-4000 step=100 reverse,bubbleSortIverson1,900,2581929
100-4000 step=100 reverse,bubbleSortIverson1,1000,3036720
100-4000 step=100 reverse,bubbleSortIverson1,1100,3781631
100-4000 step=100 reverse,bubbleSortIverson1,1200,4405783
100-4000 step=100 reverse,bubbleSortIverson1,1300,5323288
100-4000 step=100 reverse,bubbleSortIverson1,1400,6215510
100-4000 step=100 reverse,bubbleSortIverson1,1500,7181210
100-4000 step=100 reverse,bubbleSortIverson1,1600,8135445
100-4000 step=100 reverse,bubbleSortIverson1,1700,9148585
100-4000 step=100 reverse,bubbleSortIverson1,1800,10346305
100-4000 step=100 reverse,bubbleSortIverson1,1900,11957356
100-4000 step=100 reverse,bubbleSortIverson1,2000,13042991
100-4000 step=100 reverse,bubbleSortIverson1,2100,14549659
100-4000 step=100 reverse,bubbleSortIverson1,2200,15543515
100-4000 step=100 reverse,bubbleSortIverson1,2300,16806616
100-4000 step=100 reverse,bubbleSortIverson1,2400,18419462
100-4000 step=100 reverse,bubbleSortIverson1,2500,19773306
100-4000 step=100 reverse,bubbleSortIverson1,2600,21411964
100-4000 step=100 reverse,bubbleSortIverson1,2700,23338046
100-4000 step=100 reverse,bubbleSortIverson1,2800,26074214
100-4000 step=100 reverse,bubbleSortIverson1,2900,27687981
100-4000 step=100 reverse,bubbleSortIverson1,3000,29762848
100-4000 step=100 reverse,bubbleSortIverson1,3100,31658745
100-4000 step=100 reverse,bubbleSortIverson1,3200,33957393
100-4000 step=100 reverse,bubbleSortIverson1,3300,35914901
100-4000 step=100 reverse,bubbleSortIverson1,3400,38238484
100-4000 step=100 reverse,bubbleSortIverson1,3500,40354231
100-4000 step=100 reverse,bubbleSortIverson1,3600,42752146
100-4000 step=100 reverse,bubbleSortIverson1,3700,45472977
100-4000 step=100 reverse,bubbleSortIverson1,3800,47908939
100-4000 step=100 reverse,bubbleSortIverson1,3900,50146610
100-4000 step=100 reverse,bubbleSortIverson1,4000,53221596
100-4000 step=100 reverse,bubbleSortIverson1,4100,55527643
50-300 step=50 x = 0...5,bubbleSortIverson12,50,4648
50-300 step=50 x = 0...5,bubbleSortIverson12,100,20289
50-300 step=50 x = 0...5,bubbleSortIverson12,150,49198
50-300 step=50 x = 0...5,bubbleSortIverson12,200,88588
50-300 step=50 x = 0...5,bubbleSortIverson12,250,141412
50-300 step=50 x = 0...5,bubbleSortIverson12,300,205002
50-300 step=50 x = 0...4000,bubbleSortIverson12,50,5715
50-300 step=50 x = 0...4000,bubbleSortIverson12,100,23731
50-300 step=50 x = 0...4000,bubbleSortIverson12,150,53524
50-300 step=50 x = 0...4000,bubbleSortIverson12,200,96899
50-300 step=50 x = 0...4000,bubbleSortIverson12,250,159928
50-300 step=50 x = 0...4000,bubbleSortIverson12,300,231139
50-300 step=50 almost (+- 90% sort),bubbleSortIverson12,50,623
50-300 step=50 almost (+- 90% sort),bubbleSortIverson12,100,1321
50-300 step=50 almost (+- 90% sort),bubbleSortIverson12,150,2385
50-300 step=50 almost (+- 90% sort),bubbleSortIverson12,200,4292
50-300 step=50 almost (+- 90% sort),bubbleSortIverson12,250,10976
50-300 step=50 almost (+- 90% sort),bubbleSortIverson12,300,13660
50-300 step=50 reverse,bubbleSortIverson12,50,8028
50-300 step=50 reverse,bubbleSortIverson12,100,31484
50-300 step=50 reverse,bubbleSortIverson12,150,70230
50-300 step=50 reverse,bubbleSortIverson12,200,124437
50-300 step=50 reverse,bubbleSortIverson12,250,198648
50-300 step=50 reverse,bubbleSortIverson12,300,286820
100-4000 step=100 x = 0...5,bubbleSortIverson12,100,19586
100-4000 step=100 x = 0...5,bubbleSortIverson12,200,85154
100-4000 step=100 x = 0...5,bubbleSortIverson12,300,191013
100-4000 step=100 x = 0...5,bubbleSortIverson12,400,357247
100-4000 step=100 x = 0...5,bubbleSortIverson12,500,573328
100-4000 step=100 x = 0...5,bubbleSortIverson12,600,867861
100-4000 step=100 x = 0...5,bubbleSortIverson12,700,1092923
100-4000 step=100 x = 0...5,bubbleSortIverson12,800,1471262
100-4000 step=100 x = 0...5,bubbleSortIverson12,900,1898681
100-4000 step=100 x = 0...5,bubbleSortIverson12,1000,2306810
100-4000 step=100 x = 0...5,bubbleSortIverson12,1100,2897571
100-4000 step=100 x = 0...5,bubbleSortIverson12,1200,3670722
100-4000 step=100 x = 0...5,bubbleSortIverson12,1300,4273063
100-4000 step=100 x = 0...5,bubbleSortIverson12,1400,4915765
100-4000 step=100 x = 0...5,bubbleSortIverson12,1500,5723101
100-4000 step=100 x = 0...5,bubbleSortIverson12,1600,6336854
100-4000 step=100 x = 0...5,bubbleSortIverson12,1700,7675650
100-4000 step=100 x = 0...5,bubbleSortIverson12,1800,8437139
100-4000 step=100 x = 0...5,bubbleSortIverson12,1900,9642253
100-4000 step=100 x = 0...5,bubbleSortIverson12,2000,10338206
100-4000 step=100 x = 0...5,bubbleSortIverson12,2100,11616590
100-4000 step=100 x = 0...5,bubbleSortIverson12,2200,12934716
100-4000 step=100 x = 0...5,bubbleSortIverson12,2300,13842402
100-4000 step=100 x = 0...5,bubbleSortIverson12,2400,15097006
100-4000 step=100 x = 0...5,bubbleSortIverson12,2500,16454832
100-4000 step=100 x = 0...5,bubbleSortIverson12,2600,17714668
100-4000 step=100 x = 0...5,bubbleSortIverson12,2700,19318908
100-4000 step=100 x = 0...5,bubbleSortIverson12,2800,20791130
100-4000 step=100 x = 0...5,bubbleSortIverson12,2900,23421730
100-4000 step=100 x = 0...5,bubbleSortIverson12,3000,25094522
100-4000 step=100 x = 0...5,bubbleSortIverson12,3100,25672181
100-4000 step=100 x = 0...5,bubbleSortIverson12,3200,27792007
100-4000 step=100 x = 0...5,bubbleSortIverson12,3300,29408066
100-4000 step=100 x = 0...5,bubbleSortIverson12,3400,31606463
100-4000 step=100 x = 0...5,bubbleSortIverson12,3500,33599732
100-4000 step=100 x = 0...5,bubbleSortIverson12,3600,35115775
100-4000 step=100 x = 0...5,bubbleSortIverson12,3700,37852674
100-4000 step=100 x = 0...5,bubbleSortIverson12,3800,39316699
100-4000 step=100 x = 0...5,bubbleSortIverson12,3900,41498984
100-4000 step=100 x = 0...5,bubbleSortIverson12,4000,44796398
100-4000 step=100 x = 0...5,bubbleSortIverson12,4100,46125386
100-4000 step=100 x = 0...4000,bubbleSortIverson12,100,22011
100-4000 step=100 x = 0...4000,bubbleSortIverson12,200,92889
100-4000 step=100 x = 0...4000,bubbleSortIverson12,300,211723
100-4000 step=100 x = 0...4000,bubbleSortIverson12,400,367140
100-4000 step=100 x = 0...4000,bubbleSortIverson12,500,614776
100-4000 step=100 x = 0...4000,bubbleSortIverson12,600,909074
100-4000 step=100 x = 0...4000,bubbleSortIverson12,700,1181822
100-4000 step=100 x = 0...4000,bubbleSortIverson12,800,1670050
100-4000 step=100 x = 0...4000,bubbleSortIverson12,900,2023146
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1000,2486552
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1100,3012784
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1200,3881110
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1300,4781127
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1400,5208054
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1500,5906975
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1600,6893376
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1700,7851614
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1800,9298862
100-4000 step=100 x = 0...4000,bubbleSortIverson12,1900,10087412
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2000,10988303
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2100,12257306
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2200,13493276
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2300,15412300
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2400,16004188
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2500,17757952
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2600,18947675
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2700,21278695
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2800,22368684
100-4000 step=100 x = 0...4000,bubbleSortIverson12,2900,23941810
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3000,26043973
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3100,27407679
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3200,29340146
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3300,31540910
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3400,33519686
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3500,36018526
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3600,37968027
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3700,40249547
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3800,43146867
100-4000 step=100 x = 0...4000,bubbleSortIverson12,3900,45335881
100-4000 step=100 x = 0...4000,bubbleSortIverson12,4000,47631068
100-4000 step=100 x = 0...4000,bubbleSortIverson12,4100,50516336
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,100,1236
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,200,4101
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,300,12715
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,400,18072
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,500,183837
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,600,257038
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,700,245163
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,800,267571
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,900,685214
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1000,697390
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1100,841088
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1200,1226965
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1300,1318914
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1400,1254425
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1500,1585081
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1600,1546341
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1700,2654788
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1800,2543856
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,1900,3031363
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2000,3492568
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2100,3627366
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2200,3770694
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2300,3891427
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2400,4694461
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2500,4578553
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2600,4891438
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2700,5248314
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2800,6380507
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,2900,7471259
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3000,8131577
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3100,8643815
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3200,9852549
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3300,9865730
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3400,11102269
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3500,11614106
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3600,11828406
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3700,11719149
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3800,11774600
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,3900,13324679
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,4000,14762732
100-4000 step=100 almost (+- 90% sort),bubbleSortIverson12,4100,15547174
100-4000 step=100 reverse,bubbleSortIverson12,100,29374
100-4000 step=100 reverse,bubbleSortIverson12,200,118308
100-4000 step=100 reverse,bubbleSortIverson12,300,266274
100-4000 step=100 reverse,bubbleSortIverson12,400,474798
100-4000 step=100 reverse,bubbleSortIverson12,500,775143
100-4000 step=100 reverse,bubbleSortIverson12,600,1152538
100-4000 step=100 reverse,bubbleSortIverson12,700,1478085
100-4000 step=100 reverse,bubbleSortIverson12,800,1974831
100-4000 step=100 reverse,bubbleSortIverson12,900,2435764
100-4000 step=100 reverse,bubbleSortIverson12,1000,3243817
100-4000 step=100 reverse,bubbleSortIverson12,1100,3830096
100-4000 step=100 reverse,bubbleSortIverson12,1200,4593820
100-4000 step=100 reverse,bubbleSortIverson12,1300,5142974
100-4000 step=100 reverse,bubbleSortIverson12,1400,6145289
100-4000 step=100 reverse,bubbleSortIverson12,1500,6949385
100-4000 step=100 reverse,bubbleSortIverson12,1600,8024454
100-4000 step=100 reverse,bubbleSortIverson12,1700,8904804
100-4000 step=100 reverse,bubbleSortIverson12,1800,10151323
100-4000 step=100 reverse,bubbleSortIverson12,1900,11183511
100-4000 step=100 reverse,bubbleSortIverson12,2000,12420127
100-4000 step=100 reverse,bubbleSortIverson12,2100,13839967
100-4000 step=100 reverse,bubbleSortIverson12,2200,15232454
100-4000 step=100 reverse,bubbleSortIverson12,2300,16362069
100-4000 step=100 reverse,bubbleSortIverson12,2400,17718052
100-4000 step=100 reverse,bubbleSortIverson12,2500,19184494
100-4000 step=100 reverse,bubbleSortIverson12,2600,20776925
100-4000 step=100 reverse,bubbleSortIverson12,2700,22826408
100-4000 step=100 reverse,bubbleSortIverson12,2800,23866620
100-4000 step=100 reverse,bubbleSortIverson12,2900,25870301
100-4000 step=100 reverse,bubbleSortIverson12,3000,28643686
100-4000 step=100 reverse,bubbleSortIverson12,3100,30129326
100-4000 step=100 reverse,bubbleSortIverson12,3200,31522013
100-4000 step=100 reverse,bubbleSortIverson12,3300,33635188
100-4000 step=100 reverse,bubbleSortIverson12,3400,35650561
100-4000 step=100 reverse,bubbleSortIverson12,3500,37990906
100-4000 step=100 reverse,bubbleSortIverson12,3600,40679364
100-4000 step=100 reverse,bubbleSortIverson12,3700,42655632
100-4000 step=100 reverse,bubbleSortIverson12,3800,44729922
100-4000 step=100 reverse,bubbleSortIverson12,3900,46800347
100-4000 step=100 reverse,bubbleSortIverson12,4000,50889794
100-4000 step=100 reverse,bubbleSortIverson12,4100,52418926
50-300 step=50 x = 0...5,insertionSort,50,1268
50-300 step=50 x = 0...5,insertionSort,100,4697
50-300 step=50 x = 0...5,insertionSort,150,10273
50-300 step=50 x = 0...5,insertionSort,200,17834
50-300 step=50 x = 0...5,insertionSort,250,27085
50-300 step=50 x = 0...5,insertionSort,300,41057
50-300 step=50 x = 0...4000,insertionSort,50,1636
50-300 step=50 x = 0...4000,insertionSort,100,5299
50-300 step=50 x = 0...4000,insertionSort,150,11453
50-300 step=50 x = 0...4000,insertionSort,200,19508
50-300 step=50 x = 0...4000,insertionSort,250,32016
50-300 step=50 x = 0...4000,insertionSort,300,43405
50-300 step=50 almost (+- 90% sort),insertionSort,50,311
50-300 step=50 almost (+- 90% sort),insertionSort,100,619
50-300 step=50 almost (+- 90% sort),insertionSort,150,969
50-300 step=50 almost (+- 90% sort),insertionSort,200,1496
50-300 step=50 almost (+- 90% sort),insertionSort,250,2330
50-300 step=50 almost (+- 90% sort),insertionSort,300,3469
50-300 step=50 reverse,insertionSort,50,2604
50-300 step=50 reverse,insertionSort,100,9655
50-300 step=50 reverse,insertionSort,150,21127
50-300 step=50 reverse,insertionSort,200,36940
50-300 step=50 reverse,insertionSort,250,58134
50-300 step=50 reverse,insertionSort,300,82298
100-4000 step=100 x = 0...5,insertionSort,100,5063
100-4000 step=100 x = 0...5,insertionSort,200,19090
100-4000 step=100 x = 0...5,insertionSort,300,40237
100-4000 step=100 x = 0...5,insertionSort,400,72160
100-4000 step=100 x = 0...5,insertionSort,500,102212
100-4000 step=100 x = 0...5,insertionSort,600,153137
100-4000 step=100 x = 0...5,insertionSort,700,208542
100-4000 step=100 x = 0...5,insertionSort,800,301227
100-4000 step=100 x = 0...5,insertionSort,900,314744
100-4000 step=100 x = 0...5,insertionSort,1000,396627
100-4000 step=100 x = 0...5,insertionSort,1100,510240
100-4000 step=100 x = 0...5,insertionSort,1200,629966
100-4000 step=100 x = 0...5,insertionSort,1300,668677
100-4000 step=100 x = 0...5,insertionSort,1400,812688
100-4000 step=100 x = 0...5,insertionSort,1500,974793
100-4000 step=100 x = 0...5,insertionSort,1600,1025480
100-4000 step=100 x = 0...5,insertionSort,1700,1259672
100-4000 step=100 x = 0...5,insertionSort,1800,1329164
100-4000 step=100 x = 0...5,insertionSort,1900,1457356
100-4000 step=100 x = 0...5,insertionSort,2000,1667799
100-4000 step=100 x = 0...5,insertionSort,2100,1853234
100-4000 step=100 x = 0...5,insertionSort,2200,1997894
100-4000 step=100 x = 0...5,insertionSort,2300,2296810
100-4000 step=100 x = 0...5,insertionSort,2400,2811416
100-4000 step=100 x = 0...5,insertionSort,2500,2619406
100-4000 step=100 x = 0...5,insertionSort,2600,2715228
100-4000 step=100 x = 0...5,insertionSort,2700,3156160
100-4000 step=100 x = 0...5,insertionSort,2800,3145085
100-4000 step=100 x = 0...5,insertionSort,2900,3529478
100-4000 step=100 x = 0...5,insertionSort,3000,3707675
100-4000 step=100 x = 0...5,insertionSort,3100,3879522
100-4000 step=100 x = 0...5,insertionSort,3200,4124940
100-4000 step=100 x = 0...5,insertionSort,3300,4517338
100-4000 step=100 x = 0...5,insertionSort,3400,4599289
100-4000 step=100 x = 0...5,insertionSort,3500,4943841
100-4000 step=100 x = 0...5,insertionSort,3600,5339602
100-4000 step=100 x = 0...5,insertionSort,3700,5410190
100-4000 step=100 x = 0...5,insertionSort,3800,5728165
100-4000 step=100 x = 0...5,insertionSort,3900,6197903
100-4000 step=100 x = 0...5,insertionSort,4000,6587104
100-4000 step=100 x = 0...5,insertionSort,4100,6787773
100-4000 step=100 x = 0...4000,insertionSort,100,5683
100-4000 step=100 x = 0...4000,insertionSort,200,20897
100-4000 step=100 x = 0...4000,insertionSort,300,47936
100-4000 step=100 x = 0...4000,insertionSort,400,81235
100-4000 step=100 x = 0...4000,insertionSort,500,125286
100-4000 step=100 x = 0...4000,insertionSort,600,186629
100-4000 step=100 x = 0...4000,insertionSort,700,246810
100-4000 step=100 x = 0...4000,insertionSort,800,314991
100-4000 step=100 x = 0...4000,insertionSort,900,369123
100-4000 step=100 x = 0...4000,insertionSort,1000,450880
100-4000 step=100 x = 0...4000,insertionSort,1100,559264
100-4000 step=100 x = 0...4000,insertionSort,1200,711679
100-4000 step=100 x = 0...4000,insertionSort,1300,832048
100-4000 step=100 x = 0...4000,insertionSort,1400,910033
100-4000 step=100 x = 0...4000,insertionSort,1500,1110860
100-4000 step=100 x = 0...4000,insertionSort,1600,1141016
100-4000 step=100 x = 0...4000,insertionSort,1700,1421838
100-4000 step=100 x = 0...4000,insertionSort,1800,1507236
100-4000 step=100 x = 0...4000,insertionSort,1900,1813308
100-4000 step=100 x = 0...4000,insertionSort,2000,2002027
100-4000 step=100 x = 0...4000,insertionSort,2100,2121646
100-4000 step=100 x = 0...4000,insertionSort,2200,2284126
100-4000 step=100 x = 0...4000,insertionSort,2300,2624406
100-4000 step=100 x = 0...4000,insertionSort,2400,2931879
100-4000 step=100 x = 0...4000,insertionSort,2500,3149080
100-4000 step=100 x = 0...4000,insertionSort,2600,3322160
100-4000 step=100 x = 0...4000,insertionSort,2700,3545873
100-4000 step=100 x = 0...4000,insertionSort,2800,3931665
100-4000 step=100 x = 0...4000,insertionSort,2900,3946862
100-4000 step=100 x = 0...4000,insertionSort,3000,4230686
100-4000 step=100 x = 0...4000,insertionSort,3100,4707961
100-4000 step=100 x = 0...4000,insertionSort,3200,4935698
100-4000 step=100 x = 0...4000,insertionSort,3300,5304683
100-4000 step=100 x = 0...4000,insertionSort,3400,5696053
100-4000 step=100 x = 0...4000,insertionSort,3500,5988124
100-4000 step=100 x = 0...4000,insertionSort,3600,6080940
100-4000 step=100 x = 0...4000,insertionSort,3700,6616897
100-4000 step=100 x = 0...4000,insertionSort,3800,6806388
100-4000 step=100 x = 0...4000,insertionSort,3900,7240971
100-4000 step=100 x = 0...4000,insertionSort,4000,7681090
100-4000 step=100 x = 0...4000,insertionSort,4100,8184892
100-4000 step=100 almost (+- 90% sort),insertionSort,100,665
100-4000 step=100 almost (+- 90% sort),insertionSort,200,1605
100-4000 step=100 almost (+- 90% sort),insertionSort,300,3460
100-4000 step=100 almost (+- 90% sort),insertionSort,400,5672
100-4000 step=100 almost (+- 90% sort),insertionSort,500,9086
100-4000 step=100 almost (+- 90% sort),insertionSort,600,12131
100-4000 step=100 almost (+- 90% sort),insertionSort,700,14851
100-4000 step=100 almost (+- 90% sort),insertionSort,800,16198
100-4000 step=100 almost (+- 90% sort),insertionSort,900,21215
100-4000 step=100 almost (+- 90% sort),insertionSort,1000,25284
100-4000 step=100 almost (+- 90% sort),insertionSort,1100,30610
100-4000 step=100 almost (+- 90% sort),insertionSort,1200,42672
100-4000 step=100 almost (+- 90% sort),insertionSort,1300,67794
100-4000 step=100 almost (+- 90% sort),insertionSort,1400,49581
100-4000 step=100 almost (+- 90% sort),insertionSort,1500,57922
100-4000 step=100 almost (+- 90% sort),insertionSort,1600,61371
100-4000 step=100 almost (+- 90% sort),insertionSort,1700,70851
100-4000 step=100 almost (+- 90% sort),insertionSort,1800,70377
100-4000 step=100 almost (+- 90% sort),insertionSort,1900,84965
100-4000 step=100 almost (+- 90% sort),insertionSort,2000,90681
100-4000 step=100 almost (+- 90% sort),insertionSort,2100,94269
100-4000 step=100 almost (+- 90% sort),insertionSort,2200,100005
100-4000 step=100 almost (+- 90% sort),insertionSort,2300,115702
100-4000 step=100 almost (+- 90% sort),insertionSort,2400,122007
100-4000 step=100 almost (+- 90% sort),insertionSort,2500,142100
100-4000 step=100 almost (+- 90% sort),insertionSort,2600,128060
100-4000 step=100 almost (+- 90% sort),insertionSort,2700,131854
100-4000 step=100 almost (+- 90% sort),insertionSort,2800,146127
100-4000 step=100 almost (+- 90% sort),insertionSort,2900,153203
100-4000 step=100 almost (+- 90% sort),insertionSort,3000,172698
100-4000 step=100 almost (+- 90% sort),insertionSort,3100,177012
100-4000 step=100 almost (+- 90% sort),insertionSort,3200,181769
100-4000 step=100 almost (+- 90% sort),insertionSort,3300,185754
100-4000 step=100 almost (+- 90% sort),insertionSort,3400,208009
100-4000 step=100 almost (+- 90% sort),insertionSort,3500,216249
100-4000 step=100 almost (+- 90% sort),insertionSort,3600,220415
100-4000 step=100 almost (+- 90% sort),insertionSort,3700,227283
100-4000 step=100 almost (+- 90% sort),insertionSort,3800,214518
100-4000 step=100 almost (+- 90% sort),insertionSort,3900,244131
